Freq.	V(vout)
1.28824955169312e+003	(8.95478663348755e-001dB,-3.63765172569231e+000°)
1.31825673855640e+003	(9.39960765172901e-001dB,-3.74160176836374e+000°)
1.34896288259164e+003	(9.86774359447160e-001dB,-3.84956382054258e+000°)
1.38038426460287e+003	(1.03605455848009e+000dB,-3.96177536026725e+000°)
1.41253754462274e+003	(1.08794569617635e+000dB,-4.07849416660397e+000°)
1.44543977074591e+003	(1.14260210952709e+000dB,-4.20000055586655e+000°)
1.47910838816819e+003	(1.20018900315239e+000dB,-4.32659991768326e+000°)
1.51356124843619e+003	(1.26088340766864e+000dB,-4.45862559864239e+000°)
1.54881661891247e+003	(1.32487524430319e+000dB,-4.59644219011542e+000°)
1.58489319246110e+003	(1.39236851011882e+000dB,-4.74044928760184e+000°)
1.62181009735891e+003	(1.46358260049971e+000dB,-4.89108580203606e+000°)
1.65958690743754e+003	(1.53875378825861e+000dB,-5.04883491951530e+000°)
1.69824365246173e+003	(1.61813688193874e+000dB,-5.21422982559404e+000°)
1.73780082874936e+003	(1.70200708970951e+000dB,-5.38786033459649e+000°)
1.77827941003891e+003	(1.79066211982333e+000dB,-5.57038059455425e+000°)
1.81970085860997e+003	(1.88442455407230e+000dB,-5.76251807598384e+000°)
1.86208713666285e+003	(1.98364453725852e+000dB,-5.96508409986864e+000°)
1.90546071796323e+003	(2.08870283361691e+000dB,-6.17898621965512e+000°)
1.94984459975803e+003	(2.20001431071147e+000dB,-6.40524284746028e+000°)
1.99526231496886e+003	(2.31803192294638e+000dB,-6.64500061088746e+000°)
2.04173794466951e+003	(2.44325128096456e+000dB,-6.89955505039032e+000°)
2.08929613085402e+003	(2.57621591043637e+000dB,-7.17037542686640e+000°)
2.13796208950221e+003	(2.71752332479324e+000dB,-7.45913461719137e+000°)
2.18776162394953e+003	(2.86783206222686e+000dB,-7.76774534833734e+000°)
2.23872113856832e+003	(3.02786986883234e+000dB,-8.09840438165587e+000°)
2.29086765276775e+003	(3.19844324841211e+000dB,-8.45364674017869e+000°)
2.34422881531990e+003	(3.38044864666095e+000dB,-8.83641271915617e+000°)
2.39883291901947e+003	(3.57488559484171e+000dB,-9.25013129885581e+000°)
2.45470891568501e+003	(3.78287220720796e+000dB,-9.69882478321967e+000°)
2.51188643150955e+003	(4.00566350843594e+000dB,-1.01872411559192e+001°)
2.57039578276884e+003	(4.24467316193032e+000dB,-1.07210229796262e+001°)
2.63026799189535e+003	(4.50149927361619e+000dB,-1.13069249676962e+001°)
2.69153480392689e+003	(4.77795504844010e+000dB,-1.19530970866797e+001°)
2.75422870333814e+003	(5.07610515393238e+000dB,-1.26694568999553e+001°)
2.81838293126442e+003	(5.39830864407954e+000dB,-1.34681849115602e+001°)
2.88403150312658e+003	(5.74726910762508e+000dB,-1.43643915865735e+001°)
2.95120922666635e+003	(6.12609210321959e+000dB,-1.53770271289241e+001°)
3.01995172040198e+003	(6.53834847262152e+000dB,-1.65301391001668e+001°)
3.09029543251356e+003	(6.98813884971440e+000dB,-1.78546349744157e+001°)
3.16227766016835e+003	(7.48014768907356e+000dB,-1.93907865021276e+001°)
3.23593656929625e+003	(8.01966043791762e+000dB,-2.11918342277432e+001°)
3.31131121482588e+003	(8.61248671370306e+000dB,-2.33292302839317e+001°)
3.38844156139199e+003	(9.26466793966700e+000dB,-2.59003034932834e+001°)
