Freq.	V(vout)
2.57039578276885e+002	(-2.91157631493381e+000dB,1.71796251560039e+002°)
2.63026799189536e+002	(-2.90625684181441e+000dB,1.71598619017111e+002°)
2.69153480392690e+002	(-2.90069104385012e+000dB,1.71395909003278e+002°)
2.75422870333815e+002	(-2.89486776243567e+000dB,1.71187968612393e+002°)
2.81838293126443e+002	(-2.88877536080078e+000dB,1.70974638811222e+002°)
2.88403150312659e+002	(-2.88240170672940e+000dB,1.70755754102752e+002°)
2.95120922666637e+002	(-2.87573415507123e+000dB,1.70531142166572e+002°)
3.01995172040200e+002	(-2.86875953010945e+000dB,1.70300623474550e+002°)
3.09029543251357e+002	(-2.86146410786158e+000dB,1.70064010879931e+002°)
3.16227766016836e+002	(-2.85383359840446e+000dB,1.69821109177798e+002°)
3.23593656929626e+002	(-2.84585312833130e+000dB,1.69571714634678e+002°)
3.31131121482589e+002	(-2.83750722346771e+000dB,1.69315614484898e+002°)
3.38844156139200e+002	(-2.82877979199559e+000dB,1.69052586391099e+002°)
3.46736850452529e+002	(-2.81965410815909e+000dB,1.68782397866102e+002°)
3.54813389233573e+002	(-2.81011279675592e+000dB,1.68504805653083e+002°)
3.63078054770099e+002	(-2.80013781865031e+000dB,1.68219555060796e+002°)
3.71535229097170e+002	(-2.78971045758260e+000dB,1.67926379250267e+002°)
3.80189396320558e+002	(-2.77881130859413e+000dB,1.67624998469152e+002°)
3.89045144994278e+002	(-2.76742026843650e+000dB,1.67315119229602e+002°)
3.98107170553494e+002	(-2.75551652839252e+000dB,1.66996433425150e+002°)
4.07380277804110e+002	(-2.74307857000252e+000dB,1.66668617381821e+002°)
4.16869383470332e+002	(-2.73008416426620e+000dB,1.66331330838227e+002°)
4.26579518801589e+002	(-2.71651037497818e+000dB,1.65984215849058e+002°)
4.36515832240163e+002	(-2.70233356695619e+000dB,1.65626895605936e+002°)
4.46683592150960e+002	(-2.68752942003710e+000dB,1.65258973169141e+002°)
4.57088189614872e+002	(-2.67207294984897e+000dB,1.64880030103270e+002°)
4.67735141287195e+002	(-2.65593853652082e+000dB,1.64489625009396e+002°)
4.78630092322635e+002	(-2.63909996266755e+000dB,1.64087291945795e+002°)
4.89778819368443e+002	(-2.62153046219027e+000dB,1.63672538728794e+002°)
5.01187233627268e+002	(-2.60320278166414e+000dB,1.63244845104829e+002°)
5.12861383991361e+002	(-2.58408925635353e+000dB,1.62803660784258e+002°)
5.24807460249769e+002	(-2.56416190320080e+000dB,1.62348403327078e+002°)
5.37031796370249e+002	(-2.54339253348700e+000dB,1.61878455870239e+002°)
5.49540873857620e+002	(-2.52175288826760e+000dB,1.61393164685975e+002°)
5.62341325190345e+002	(-2.49921480014881e+000dB,1.60891836560313e+002°)
5.75439937337152e+002	(-2.47575038550163e+000dB,1.60373735980932e+002°)
5.88843655355584e+002	(-2.45133227181760e+000dB,1.59838082123667e+002°)
6.02559586074353e+002	(-2.42593386560423e+000dB,1.59284045627470e+002°)
6.16595001861477e+002	(-2.39952966700919e+000dB,1.58710745148467e+002°)
6.30957344480188e+002	(-2.37209563826265e+000dB,1.58117243685130e+002°)
6.45654229034650e+002	(-2.34360963404829e+000dB,1.57502544668611e+002°)
6.60693448007591e+002	(-2.31405190306822e+000dB,1.56865587815126e+002°)
6.76082975391976e+002	(-2.28340567136733e+000dB,1.56205244741205e+002°)
6.91830970918931e+002	(-2.25165781943799e+000dB,1.55520314347913e+002°)
7.07945784384132e+002	(-2.21879966674631e+000dB,1.54809517987071e+002°)
7.24435960074984e+002	(-2.18482787910828e+000dB,1.54071494431615e+002°)
7.41310241300911e+002	(-2.14974551629607e+000dB,1.53304794683908e+002°)
7.58577575029177e+002	(-2.11356323935742e+000dB,1.52507876670775e+002°)
7.76247116628685e+002	(-2.07630069935655e+000dB,1.51679099892937e+002°)
7.94328234724275e+002	(-2.03798813154263e+000dB,1.50816720120310e+002°)
8.12830516164092e+002	(-1.99866818124392e+000dB,1.49918884254224e+002°)
8.31763771102664e+002	(-1.95839798995097e+000dB,1.48983625514316e+002°)
8.51138038202369e+002	(-1.91725157191968e+000dB,1.48008859152759e+002°)
8.70963589956073e+002	(-1.87532251294877e+000dB,1.46992378953215e+002°)
8.91250938133738e+002	(-1.83272702343184e+000dB,1.45931854837735e+002°)
9.12010839355902e+002	(-1.78960737689833e+000dB,1.44824831983273e+002°)
9.33254300796983e+002	(-1.74613576244484e+000dB,1.43668731941649e+002°)
9.54992586021428e+002	(-1.70251857394525e+000dB,1.42460856363411e+002°)
9.77237220955802e+002	(-1.65900114974199e+000dB,1.41198394046873e+002°)
9.99999999999991e+002	(-1.61587296246005e+000dB,1.39878432167049e+002°)
1.02329299228075e+003	(-1.57347323821989e+000dB,1.38497972681511e+002°)
1.04712854805089e+003	(-1.53219695621482e+000dB,1.37053955054464e+002°)
1.07151930523760e+003	(-1.49250114159131e+000dB,1.35543286575322e+002°)
1.09647819614318e+003	(-1.45491131506794e+000dB,1.33962881657011e+002°)
1.12201845430195e+003	(-1.42002790027347e+000dB,1.32309711557924e+002°)
